Time,Sensor,Signal,Activity
2010-01-18 06:09:32.843001,M019,ON,Sleeping_in_Bed
2010-01-18 06:09:34.109001,M020,OFF,Sleeping_in_Bed
2010-01-18 06:09:34.406001,M020,ON,Sleeping_in_Bed
2010-01-18 06:09:35.437001,M012,ON,Sleeping_in_Bed
2010-01-18 06:09:35.734001,M012,OFF,Sleeping_in_Bed
2010-01-18 06:09:36.140001,M020,OFF,Sleeping_in_Bed
2010-01-18 06:09:37.140001,M019,OFF,Sleeping_in_Bed
2010-01-18 06:09:43.343001,M012,ON,Sleeping_in_Bed
2010-01-18 06:09:47.312001,M012,OFF,Sleeping_in_Bed
2010-01-18 06:09:48.921001,M012,ON,Sleeping_in_Bed
2010-01-18 06:09:52.906001,M012,OFF,Sleeping_in_Bed
2010-01-18 06:09:54.640001,M012,ON,Other_Activity
2010-01-18 06:09:58.234001,M019,ON,Other_Activity
2010-01-18 06:09:58.531001,M012,OFF,Other_Activity
2010-01-18 06:09:59.250001,M020,ON,Other_Activity
2010-01-18 06:10:00.234001,M012,ON,Other_Activity
2010-01-18 06:10:02.546001,M019,OFF,Other_Activity
2010-01-18 06:10:03.515001,M020,OFF,Other_Activity
2010-01-18 06:10:04.546001,M012,OFF,Other_Activity
2010-01-18 06:10:07.125001,M020,ON,Other_Activity
2010-01-18 06:10:07.421001,M019,ON,Other_Activity
2010-01-18 06:10:15.031001,M019,OFF,Other_Activity
2010-01-18 06:10:15.328001,M008,ON,Other_Activity
2010-01-18 06:10:16.031001,M020,OFF,Other_Activity
2010-01-18 06:10:18.328001,M004,ON,Personal_Hygiene
2010-01-18 06:10:19.343001,M008,OFF,Personal_Hygiene
2010-01-18 06:10:21.625001,M008,ON,Personal_Hygiene
2010-01-18 06:10:22.343001,M004,OFF,Personal_Hygiene
2010-01-18 06:10:23.937001,M004,ON,Personal_Hygiene
2010-01-18 06:10:24.343001,M016,ON,Personal_Hygiene
2010-01-18 06:10:25.937001,M008,OFF,Personal_Hygiene
2010-01-18 06:10:27.921001,M004,OFF,Personal_Hygiene
2010-01-18 06:10:28.562001,M016,OFF,Personal_Hygiene
2010-01-18 06:10:32.234001,M004,ON,Personal_Hygiene
2010-01-18 06:10:35.125001,M016,ON,Personal_Hygiene
2010-01-18 06:10:36.515001,M004,OFF,Personal_Hygiene
2010-01-18 06:10:39.140001,M004,ON,Personal_Hygiene
2010-01-18 06:10:39.406001,M016,OFF,Personal_Hygiene
2010-01-18 06:10:43.437001,M004,OFF,Personal_Hygiene
2010-01-18 06:11:30.625001,M004,ON,Personal_Hygiene
2010-01-18 06:11:34.531001,M004,OFF,Personal_Hygiene
2010-01-18 06:12:12.234001,M004,ON,Personal_Hygiene
2010-01-18 06:12:16.109001,M004,OFF,Personal_Hygiene
2010-01-18 06:12:36.312001,M004,ON,Personal_Hygiene
2010-01-18 06:12:36.609001,M016,ON,Personal_Hygiene
2010-01-18 06:12:40.218001,M004,OFF,Personal_Hygiene
2010-01-18 06:12:40.937001,M016,OFF,Personal_Hygiene
2010-01-18 06:12:54.125001,M016,ON,Personal_Hygiene
2010-01-18 06:12:55.109001,M004,ON,Personal_Hygiene
2010-01-18 06:12:58.031001,M016,OFF,Personal_Hygiene
2010-01-18 06:12:59.421001,M004,OFF,Personal_Hygiene
2010-01-18 06:13:28.406001,M004,ON,Personal_Hygiene
2010-01-18 06:13:32.421001,M004,OFF,Personal_Hygiene
2010-01-18 06:13:40.328001,M016,ON,Personal_Hygiene
2010-01-18 06:13:41.328001,M004,ON,Personal_Hygiene
2010-01-18 06:13:44.203001,M016,OFF,Personal_Hygiene
2010-01-18 06:13:45.203001,M004,OFF,Personal_Hygiene
2010-01-18 06:13:46.921001,M004,ON,Personal_Hygiene
2010-01-18 06:13:48.203001,M016,ON,Personal_Hygiene
2010-01-18 06:13:51.234001,M004,OFF,Personal_Hygiene
2010-01-18 06:13:52.234001,M016,OFF,Personal_Hygiene
2010-01-18 06:13:57.437001,M004,ON,Personal_Hygiene
2010-01-18 06:14:01.125001,M004,OFF,Personal_Hygiene
2010-01-18 06:14:17.203001,M004,ON,Personal_Hygiene
2010-01-18 06:14:20.218001,M016,ON,Personal_Hygiene
2010-01-18 06:14:21.203001,M004,OFF,Personal_Hygiene
2010-01-18 06:14:24.500001,M016,OFF,Personal_Hygiene
2010-01-18 06:14:25.515001,M004,ON,Personal_Hygiene
2010-01-18 06:14:26.531001,M016,ON,Personal_Hygiene
2010-01-18 06:14:27.828001,M008,ON,Personal_Hygiene
2010-01-18 06:14:29.828001,M004,OFF,Personal_Hygiene
2010-01-18 06:14:30.437001,M016,OFF,Personal_Hygiene
2010-01-18 06:14:32.421001,M008,OFF,Personal_Hygiene
2010-01-18 06:14:32.718001,M004,ON,Personal_Hygiene
2010-01-18 06:14:34.390001,M008,ON,Personal_Hygiene
2010-01-18 06:14:35.718001,M004,OFF,Personal_Hygiene
2010-01-18 06:14:38.000001,M008,OFF,Other_Activity
2010-01-18 06:14:43.625001,M019,ON,Other_Activity
2010-01-18 06:14:45.921001,M020,ON,Other_Activity
2010-01-18 06:14:47.906001,M019,OFF,Other_Activity
2010-01-18 06:14:49.921001,M020,OFF,Other_Activity
2010-01-18 06:15:03.125001,M020,ON,Other_Activity
2010-01-18 06:15:07.125001,M020,OFF,Other_Activity
2010-01-18 06:15:07.703001,M019,ON,Other_Activity
2010-01-18 06:15:09.421001,M020,ON,Other_Activity
2010-01-18 06:15:10.000001,M012,ON,Other_Activity
2010-01-18 06:15:11.718001,M019,OFF,Other_Activity
2010-01-18 06:15:13.343001,M020,OFF,Other_Activity
2010-01-18 06:15:14.000001,M019,ON,Other_Activity
2010-01-18 06:15:14.296001,M012,OFF,Other_Activity
2010-01-18 06:15:18.000001,M019,OFF,Other_Activity
2010-01-18 06:15:34.812001,M012,ON,Other_Activity
2010-01-18 06:15:39.125001,M012,OFF,Other_Activity
2010-01-18 06:15:44.000001,M012,ON,Other_Activity
2010-01-18 06:15:45.718001,M020,ON,Other_Activity
2010-01-18 06:15:50.296001,M012,OFF,Other_Activity
2010-01-18 06:15:51.015001,M012,ON,Other_Activity
2010-01-18 06:15:52.625001,M020,OFF,Other_Activity
2010-01-18 06:15:54.906001,M012,OFF,Other_Activity
2010-01-18 06:15:56.218001,M012,ON,Other_Activity
2010-01-18 06:16:00.500001,M012,OFF,Other_Activity
2010-01-18 06:16:01.218001,M020,ON,Other_Activity
2010-01-18 06:16:02.515001,M012,ON,Other_Activity
2010-01-18 06:16:05.109001,M020,OFF,Other_Activity
2010-01-18 06:16:06.796001,M012,OFF,Other_Activity
2010-01-18 06:16:13.406001,M012,ON,Other_Activity
2010-01-18 06:16:13.703001,M020,ON,Other_Activity
2010-01-18 06:16:17.421001,M012,OFF,Other_Activity
2010-01-18 06:16:17.703001,M020,OFF,Other_Activity
2010-01-18 06:16:19.343001,M012,ON,Other_Activity
2010-01-18 06:16:23.296001,M012,OFF,Other_Activity
2010-01-18 06:16:25.578001,M012,ON,Other_Activity
2010-01-18 06:16:29.625001,M012,OFF,Other_Activity
2010-01-18 06:16:32.234001,M012,ON,Other_Activity
2010-01-18 06:16:36.484001,M012,OFF,Other_Activity
2010-01-18 06:16:47.406001,M012,ON,Other_Activity
2010-01-18 06:16:51.312001,M012,OFF,Other_Activity
2010-01-18 06:16:54.000001,M012,ON,Other_Activity
2010-01-18 06:16:58.328001,M012,OFF,Other_Activity
2010-01-18 06:17:00.906001,M012,ON,Other_Activity
2010-01-18 06:17:05.234001,M012,OFF,Other_Activity
2010-01-18 06:17:09.218001,M012,ON,Other_Activity
2010-01-18 06:17:13.093001,M012,OFF,Other_Activity
2010-01-18 06:17:15.796001,M012,ON,Other_Activity
2010-01-18 06:17:19.703001,M012,OFF,Other_Activity
2010-01-18 06:17:21.718001,M012,ON,Other_Activity
2010-01-18 06:17:25.984001,M012,OFF,Other_Activity
2010-01-18 06:17:32.312001,M012,ON,Other_Activity
2010-01-18 06:17:36.203001,M012,OFF,Other_Activity
2010-01-18 06:17:38.218001,M012,ON,Other_Activity
2010-01-18 06:17:42.484001,M012,OFF,Other_Activity
2010-01-18 06:17:43.203001,M020,ON,Other_Activity
2010-01-18 06:17:44.109001,M012,ON,Other_Activity
2010-01-18 06:17:47.109001,M020,OFF,Other_Activity
2010-01-18 06:17:48.421001,M012,OFF,Other_Activity
2010-01-18 06:17:55.687001,M012,ON,Other_Activity
2010-01-18 06:18:00.015001,M012,OFF,Other_Activity
2010-01-18 06:18:02.593001,M012,ON,Other_Activity
2010-01-18 06:18:06.609001,M012,OFF,Other_Activity
2010-01-18 06:18:14.484001,M012,ON,Other_Activity
2010-01-18 06:18:18.781001,M012,OFF,Other_Activity
2010-01-18 06:18:20.812001,M012,ON,Other_Activity
2010-01-18 06:18:24.718001,M012,OFF,Other_Activity
2010-01-18 06:18:25.109001,M020,ON,Other_Activity
2010-01-18 06:18:29.000001,M020,OFF,Other_Activity
2010-01-18 06:18:35.281001,M012,ON,Other_Activity
2010-01-18 06:18:36.296001,M020,ON,Other_Activity
2010-01-18 06:18:39.312001,M012,OFF,Other_Activity
2010-01-18 06:18:39.906001,M020,OFF,Other_Activity
2010-01-18 06:18:43.203001,M012,ON,Other_Activity
2010-01-18 06:18:47.468001,M012,OFF,Other_Activity
2010-01-18 06:18:49.500001,M012,ON,Other_Activity
2010-01-18 06:18:53.421001,M012,OFF,Other_Activity
2010-01-18 06:19:02.000001,M012,ON,Other_Activity
2010-01-18 06:19:03.000001,M020,ON,Other_Activity
2010-01-18 06:19:06.000001,M012,OFF,Other_Activity
2010-01-18 06:19:07.015001,M020,OFF,Other_Activity
2010-01-18 06:19:08.609001,M012,ON,Other_Activity
2010-01-18 06:19:12.609001,M012,OFF,Other_Activity
2010-01-18 06:19:23.515001,M012,ON,Other_Activity
2010-01-18 06:19:27.812001,M012,OFF,Other_Activity
2010-01-18 06:19:40.312001,M012,ON,Other_Activity
2010-01-18 06:19:44.312001,M012,OFF,Other_Activity
2010-01-18 06:19:57.484001,M012,ON,Other_Activity
2010-01-18 06:20:01.812001,M012,OFF,Other_Activity
2010-01-18 06:20:04.375001,M012,ON,Other_Activity
2010-01-18 06:20:08.406001,M012,OFF,Other_Activity
2010-01-18 06:20:10.000001,M012,ON,Other_Activity
2010-01-18 06:20:14.281001,M012,OFF,Other_Activity
2010-01-18 06:20:16.265001,M012,ON,Other_Activity
2010-01-18 06:20:20.609001,M012,OFF,Other_Activity
2010-01-18 06:20:22.203001,M020,ON,Other_Activity
2010-01-18 06:20:22.500001,M019,ON,Other_Activity
2010-01-18 06:20:23.203001,M012,ON,Other_Activity
2010-01-18 06:20:27.781001,M012,OFF,Other_Activity
2010-01-18 06:20:28.796001,M019,OFF,Other_Activity
2010-01-18 06:20:30.484001,M020,OFF,Other_Activity
2010-01-18 06:20:36.109001,M012,ON,Other_Activity
2010-01-18 06:20:37.703001,M020,ON,Other_Activity
2010-01-18 06:20:39.000001,M019,ON,Other_Activity
2010-01-18 06:20:39.984001,M012,OFF,Other_Activity
2010-01-18 06:20:43.000001,M019,OFF,Other_Activity
2010-01-18 06:20:43.703001,M012,ON,Other_Activity
2010-01-18 06:20:45.296001,M020,OFF,Other_Activity
2010-01-18 06:20:46.000001,M012,OFF,Other_Activity
2010-01-18 06:20:48.000001,M012,ON,Other_Activity
2010-01-18 06:20:51.890001,M012,OFF,Other_Activity
2010-01-18 06:20:52.250001,M020,ON,Other_Activity
2010-01-18 06:20:55.203001,M012,ON,Other_Activity
2010-01-18 06:20:56.218001,M020,OFF,Other_Activity
2010-01-18 06:20:59.203001,M012,OFF,Other_Activity
2010-01-18 06:20:59.500001,M020,ON,Other_Activity
2010-01-18 06:21:03.078001,M012,ON,Other_Activity
2010-01-18 06:21:03.781001,M020,OFF,Other_Activity
2010-01-18 06:21:06.781001,M020,ON,Other_Activity
2010-01-18 06:21:07.390001,M012,OFF,Other_Activity
2010-01-18 06:21:14.406001,M020,OFF,Other_Activity
2010-01-18 06:21:14.687001,M012,ON,Other_Activity
2010-01-18 06:21:14.984001,M012,OFF,Other_Activity
2010-01-18 06:21:20.281001,M012,ON,Other_Activity
2010-01-18 06:21:24.296001,M012,OFF,Other_Activity
2010-01-18 06:21:26.890001,M012,ON,Other_Activity
2010-01-18 06:21:31.218001,M012,OFF,Other_Activity
2010-01-18 06:21:32.500001,M012,ON,Other_Activity
2010-01-18 06:21:33.203001,M020,ON,Other_Activity
2010-01-18 06:21:40.093001,M012,OFF,Other_Activity
2010-01-18 06:21:40.406001,M012,ON,Other_Activity
2010-01-18 06:21:42.093001,M020,OFF,Other_Activity
2010-01-18 06:21:42.687001,M012,OFF,Other_Activity
2010-01-18 06:21:44.703001,M012,ON,Other_Activity
2010-01-18 06:21:52.593001,M020,ON,Other_Activity
2010-01-18 06:21:55.578001,M012,OFF,Other_Activity
2010-01-18 06:21:55.875001,M012,ON,Other_Activity
2010-01-18 06:21:56.296001,M020,OFF,Other_Activity
2010-01-18 06:21:57.296001,M019,ON,Other_Activity
2010-01-18 06:21:59.593001,M019,OFF,Other_Activity
2010-01-18 06:22:01.218001,M019,ON,Other_Activity
2010-01-18 06:22:01.531001,M012,OFF,Other_Activity
2010-01-18 06:22:02.187001,M020,ON,Other_Activity
2010-01-18 06:22:05.203001,M019,OFF,Other_Activity
2010-01-18 06:22:06.203001,M020,OFF,Other_Activity
2010-01-18 06:22:27.578001,M020,ON,Other_Activity
2010-01-18 06:22:31.875001,M020,OFF,Other_Activity
2010-01-18 06:22:51.390001,M020,ON,Other_Activity
2010-01-18 06:22:55.281001,M020,OFF,Other_Activity
2010-01-18 06:23:05.187001,M020,ON,Other_Activity
2010-01-18 06:23:06.156001,M019,ON,Other_Activity
2010-01-18 06:23:09.500001,M020,OFF,Other_Activity
2010-01-18 06:23:10.156001,M019,OFF,Other_Activity
2010-01-18 06:23:11.484001,M012,ON,Other_Activity
2010-01-18 06:23:13.203001,M020,ON,Other_Activity
2010-01-18 06:23:15.500001,M012,OFF,Other_Activity
2010-01-18 06:23:17.093001,M020,OFF,Other_Activity
2010-01-18 06:23:23.093001,M020,ON,Other_Activity
2010-01-18 06:23:27.000001,M020,OFF,Other_Activity
2010-01-18 06:23:55.093001,M020,ON,Other_Activity
2010-01-18 06:23:57.984001,M019,ON,Other_Activity
2010-01-18 06:23:58.953001,M020,OFF,Other_Activity
2010-01-18 06:24:02.296001,M019,OFF,Other_Activity
2010-01-18 06:24:06.296001,M019,ON,Other_Activity
2010-01-18 06:24:10.578001,M019,OFF,Other_Activity
2010-01-18 06:24:25.796001,M020,ON,Other_Activity
2010-01-18 06:24:29.390001,M019,ON,Other_Activity
2010-01-18 06:24:29.656001,M020,OFF,Other_Activity
2010-01-18 06:24:33.296001,M019,OFF,Other_Activity
2010-01-18 06:24:36.984001,M020,ON,Other_Activity
2010-01-18 06:24:41.296001,M020,OFF,Other_Activity
2010-01-18 06:24:41.890001,M019,ON,Other_Activity
2010-01-18 06:24:46.187001,M019,OFF,Other_Activity
2010-01-18 06:24:57.390001,M020,ON,Other_Activity
2010-01-18 06:24:57.796001,M019,ON,Other_Activity
2010-01-18 06:25:00.375001,M012,ON,Other_Activity
2010-01-18 06:25:01.390001,M020,OFF,Other_Activity
2010-01-18 06:25:01.687001,M019,OFF,Other_Activity
2010-01-18 06:25:04.687001,M012,OFF,Other_Activity
2010-01-18 06:25:07.984001,M020,ON,Other_Activity
2010-01-18 06:25:11.281001,M012,ON,Other_Activity
2010-01-18 06:25:11.593001,M012,OFF,Other_Activity
2010-01-18 06:25:11.984001,M020,OFF,Other_Activity
2010-01-18 06:25:12.593001,M019,ON,Other_Activity
2010-01-18 06:25:12.921001,M019,OFF,Other_Activity
2010-01-18 06:25:13.296001,M019,ON,Other_Activity
2010-01-18 06:25:15.890001,M019,OFF,Other_Activity
2010-01-18 06:25:19.187001,M008,ON,Other_Activity
2010-01-18 06:25:23.171001,M008,OFF,Other_Activity
2010-01-18 06:25:32.093001,M008,ON,Other_Activity
2010-01-18 06:25:35.968001,M008,OFF,Other_Activity
2010-01-18 06:25:39.312001,M017,ON,Other_Activity
2010-01-18 06:25:43.265001,M017,OFF,Other_Activity
2010-01-18 06:25:55.187001,M017,ON,Other_Activity
2010-01-18 06:25:59.468001,M017,OFF,Other_Activity
2010-01-18 06:26:02.765001,M008,ON,Other_Activity
2010-01-18 06:26:06.671001,M008,OFF,Other_Activity
2010-01-18 06:26:07.390001,M004,ON,Other_Activity
2010-01-18 06:26:09.671001,M008,ON,Other_Activity
2010-01-18 06:26:11.390001,M004,OFF,Other_Activity
2010-01-18 06:26:11.687001,M016,ON,Other_Activity
2010-01-18 06:26:13.687001,M008,OFF,Other_Activity
2010-01-18 06:26:13.984001,M004,ON,Other_Activity
2010-01-18 06:26:15.609001,M016,OFF,Other_Activity
2010-01-18 06:26:17.546001,M004,OFF,Other_Activity
2010-01-18 06:26:19.562001,M004,ON,Other_Activity
2010-01-18 06:26:24.187001,M004,OFF,Other_Activity
2010-01-18 06:26:25.203001,M004,ON,Other_Activity
2010-01-18 06:26:29.468001,M004,OFF,Other_Activity
2010-01-18 06:26:39.375001,M004,ON,Other_Activity
2010-01-18 06:26:43.687001,M004,OFF,Other_Activity
2010-01-18 06:26:54.593001,M004,ON,Other_Activity
2010-01-18 06:26:58.500001,M004,OFF,Other_Activity
2010-01-18 06:27:03.781001,M004,ON,Other_Activity
2010-01-18 06:27:07.453001,M016,ON,Other_Activity
2010-01-18 06:27:07.781001,M004,OFF,Other_Activity
2010-01-18 06:27:09.781001,M004,ON,Other_Activity
2010-01-18 06:27:11.343001,M016,OFF,Other_Activity
2010-01-18 06:27:14.046001,M004,OFF,Other_Activity
2010-01-18 06:27:23.984001,M004,ON,Other_Activity
2010-01-18 06:27:27.859001,M004,OFF,Other_Activity
2010-01-18 06:27:32.171001,M016,ON,Other_Activity
2010-01-18 06:27:32.468001,M004,ON,Other_Activity
2010-01-18 06:27:36.187001,M016,OFF,Other_Activity
2010-01-18 06:27:36.781001,M004,OFF,Other_Activity
2010-01-18 06:27:43.078001,M004,ON,Other_Activity
2010-01-18 06:27:47.390001,M004,OFF,Other_Activity
2010-01-18 06:28:08.468001,M004,ON,Other_Activity
2010-01-18 06:28:08.765001,M016,ON,Other_Activity
2010-01-18 06:28:12.484001,M004,OFF,Other_Activity
2010-01-18 06:28:12.781001,M016,OFF,Other_Activity
2010-01-18 06:28:28.984001,M016,ON,Other_Activity
2010-01-18 06:28:32.281001,M004,ON,Other_Activity
2010-01-18 06:28:33.281001,M016,OFF,Other_Activity
2010-01-18 06:28:36.578001,M004,OFF,Other_Activity
2010-01-18 06:28:40.187001,M004,ON,Other_Activity
2010-01-18 06:28:44.093001,M004,OFF,Other_Activity
2010-01-18 06:28:47.078001,M004,ON,Other_Activity
2010-01-18 06:28:51.062001,M004,OFF,Other_Activity
2010-01-18 06:28:52.375001,M008,ON,Other_Activity
2010-01-18 06:28:52.671001,M004,ON,Other_Activity
2010-01-18 06:28:56.375001,M008,OFF,Other_Activity
2010-01-18 06:28:56.687001,M004,OFF,Other_Activity
2010-01-18 06:28:58.968001,M008,ON,Other_Activity
2010-01-18 06:29:02.984001,M008,OFF,Other_Activity
2010-01-18 06:29:04.281001,M017,ON,Other_Activity
2010-01-18 06:29:08.171001,M017,OFF,Other_Activity
2010-01-18 06:29:14.453001,M009,ON,Other_Activity
2010-01-18 06:29:15.171001,M017,ON,Other_Activity
2010-01-18 06:29:18.484001,M009,OFF,Other_Activity
2010-01-18 06:29:19.078001,M017,OFF,Other_Activity
2010-01-18 06:29:21.062001,M009,ON,Other_Activity
2010-01-18 06:29:25.375001,M009,OFF,Other_Activity
2010-01-18 06:29:35.265001,M009,ON,Other_Activity
2010-01-18 06:29:39.281001,M009,OFF,Other_Activity
2010-01-18 06:29:54.359001,M009,ON,Other_Activity
2010-01-18 06:29:58.375001,M009,OFF,Other_Activity
2010-01-18 06:30:28.078001,M009,ON,Other_Activity
2010-01-18 06:30:32.078001,M009,OFF,Other_Activity
2010-01-18 06:30:34.375001,M009,ON,Other_Activity
2010-01-18 06:30:38.250001,M009,OFF,Other_Activity
2010-01-18 06:30:48.578001,M017,ON,Other_Activity
2010-01-18 06:30:49.171001,M017,OFF,Other_Activity
2010-01-18 06:30:50.468001,M009,ON,Other_Activity
2010-01-18 06:30:51.187001,M009,OFF,Other_Activity
2010-01-18 06:30:53.453001,M009,ON,Other_Activity
2010-01-18 06:30:57.468001,M009,OFF,Other_Activity
2010-01-18 06:30:59.031001,M009,ON,Other_Activity
2010-01-18 06:31:03.062001,M009,OFF,Other_Activity
2010-01-18 06:31:31.062001,M009,ON,Other_Activity
2010-01-18 06:31:35.078001,M009,OFF,Other_Activity
2010-01-18 06:31:37.671001,M009,ON,Other_Activity
2010-01-18 06:31:40.375001,M017,ON,Other_Activity
2010-01-18 06:31:41.671001,M009,OFF,Other_Activity
2010-01-18 06:31:42.656001,M007,ON,Other_Activity
2010-01-18 06:31:44.265001,M017,OFF,Other_Activity
2010-01-18 06:31:45.250001,M015,ON,Other_Activity
2010-01-18 06:31:46.562001,M007,OFF,Other_Activity
2010-01-18 06:31:49.250001,M015,OFF,Other_Activity
2010-01-18 06:31:49.859001,M003,ON,Other_Activity
2010-01-18 06:31:54.187001,M003,OFF,Other_Activity
2010-01-18 06:32:17.671001,M015,ON,Other_Activity
2010-01-18 06:32:21.546001,M015,OFF,Other_Activity
2010-01-18 06:32:25.187001,M015,ON,Other_Activity
2010-01-18 06:32:29.453001,M015,OFF,Other_Activity
2010-01-18 06:32:32.453001,M015,ON,Other_Activity
2010-01-18 06:32:33.171001,M003,ON,Meal_Preparation
2010-01-18 06:32:36.468001,M015,OFF,Meal_Preparation
2010-01-18 06:32:37.437001,M003,OFF,Meal_Preparation
2010-01-18 06:32:42.046001,M003,ON,Meal_Preparation
