Time,Signal,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,Bathing,Bed_Toilet_Transition,Eating,Enter_Home,Housekeeping,"Leave_Home,Meal_Preparation",Other_Activity,Personal_Hygiene,Relax,Sleeping_Not_in_Bed,Sleeping_in_Bed,Take_Medicine,Work
-0.01699047,0.04048408,-0.003431992,0.008847102,-0.07386477,0.10286145,-0.0011938282,0.10020145,0.01601805,0.03507797,0.022058632,0.016806688,-0.023105778,0.01768821,-0.028975505,0.07617342,0.09663927,0.13763261,0.034498725,0.08846082,-0.05377266,0.043165192,0.03781985,0.0009152495,0.040405773,0.10422014,0.039560407,0.0077542695,0.043737996,0.013791708,-0.0006705149,0.008877192,0.05596957,0.02011867,-0.025999712,-0.044409376,0.038622532,-0.027939148,0.056396123,0.07486115,0.08857778,-0.12538633,0.011168886,0.061071623,-0.019105228,-0.05853379,-0.010286149,0.0439712
0.004417297,0.12330453,-0.0030345449,0.06806004,0.064223185,0.07750996,-0.02372385,0.017211523,0.096448384,0.07451001,0.010913765,0.13978001,0.06983464,0.17136613,0.11223698,-0.1387812,0.11392991,0.12512247,0.054003686,0.09805386,0.08310224,-0.08606411,0.014738213,0.10541795,-0.028072558,0.0053038076,0.14368813,0.14058727,0.16552511,0.1474192,0.078762166,0.09818088,0.09728158,0.12019281,0.002369176,-0.021514058,0.026879359,0.057394024,0.036476884,0.023661261,0.007466363,0.006060406,0.05964944,0.07552007,0.07572148,0.065271266,0.07561852,0.042807024
0.117516205,0.0653212,0.16524127,0.11746584,0.09843052,0.2266605,0.120897844,0.10721642,0.24325968,0.20908922,0.16736878,0.16810064,0.07418311,0.126759,0.05924936,0.06843922,0.04799385,0.2039703,0.21069092,0.13326946,0.14284028,0.09410284,0.08869044,0.14344189,0.11920075,0.10322142,0.07814378,0.21762033,0.1848759,0.118384816,0.120423056,0.055412102,0.19153547,0.20397133,0.102568366,0.077465214,0.119242266,0.08910769,0.15149948,-0.024392879,0.02102285,0.34047022,0.1322327,0.10608433,0.093649104,0.19947235,0.0861478,0.11890939
0.09719159,0.011521625,0.12484625,0.058364253,0.08085952,0.0782418,0.058992084,0.07820652,0.16318144,0.050407726,-0.0018116735,0.101689205,0.025499132,0.08544253,0.045356896,-0.041638315,0.050586637,0.111298405,0.0067251613,0.089095876,0.018179862,0.08444155,0.14680734,0.033661798,0.0426558,0.04555916,0.030230004,0.0921732,0.1127139,0.09914956,0.04190538,0.13742106,0.11524961,0.08783325,0.074432455,0.10280517,0.12323943,0.10100257,0.054185867,0.13865696,0.025101725,0.10354227,0.032596372,0.030369477,0.10835731,0.048679926,0.11020579,0.10236373
0.16592708,0.036438067,-0.054078776,-0.09362724,0.0042559025,-0.011407729,0.013521178,0.12660109,0.03698957,-0.085849315,0.06614234,0.071795896,0.012583891,0.083177425,0.052838173,0.08247875,0.07176766,0.0326026,0.0773528,0.05637865,-0.008007877,-0.08445667,0.047630396,-0.034004163,0.023765737,0.055411667,0.005936064,0.026128318,0.11921614,-0.0042584804,-0.0142939,-0.0069528357,-0.11671036,0.007855636,-0.030214924,0.069979966,0.09916663,0.088290915,-0.0054617594,0.09519588,0.106471114,0.013513862,-0.025256783,0.068023846,-0.01942589,-0.025395056,-0.12067724,0.051833857
-0.06672295,-0.0068042814,0.05184437,0.00347538,-0.052892923,0.10311832,0.025431488,0.046758402,0.048012577,0.0056357896,0.14470841,0.1472152,-0.054883443,0.074408986,0.020230321,-0.02106959,-0.0023739182,-7.2576106e-05,0.055413023,0.058825493,0.096985966,-0.16243984,-0.03696193,0.0050917305,0.03773318,0.06734983,0.0131635945,-0.023953607,0.040307462,-0.0013392706,-0.04652419,-0.027276456,0.10364543,0.002274807,0.03126096,0.09925507,0.12586385,0.11528501,0.10311113,0.112794355,0.050191443,0.045959175,0.08158255,0.10469623,0.060119044,-0.05546636,-0.033446666,0.037266053
0.05986491,0.09501099,0.12443453,0.13876788,0.12988497,0.10990908,0.16871668,0.014866186,0.06967175,0.23098256,0.116114505,0.10096363,0.10140514,0.061847486,0.1336571,0.06828691,0.013539476,0.052959558,0.20198114,0.093081005,0.27299118,0.16868396,0.07677252,0.06653977,0.13734438,0.146868,0.040486965,0.13937679,0.06754429,0.069496796,0.1564685,0.048805673,0.19876927,0.12987387,0.111286595,0.017441679,0.13308972,0.08539246,0.15217228,0.09006132,0.1460418,0.0053910194,0.11911846,0.19065809,0.16451775,0.1648772,0.19459975,0.13009636
0.119321376,0.12143561,0.05019902,0.15767232,-0.022142382,0.144945,0.14315589,0.09456452,0.07230635,0.10130112,0.14681913,0.11872689,0.08865608,0.06755428,0.0070133186,-0.031701304,0.07000689,0.03858381,0.14879845,0.09032542,0.10904032,0.05407728,0.106114686,0.027514137,0.057762537,0.039075784,0.026513541,0.0144479005,-0.0401367,0.070475794,0.011379643,0.01157803,-0.060138375,0.09487006,0.1586823,0.0153430225,0.094736114,0.15411119,0.016499609,0.12762634,0.080931,-0.055815287,0.092364594,0.088540316,0.036650088,0.086849235,-0.018476123,0.11610341
0.02403836,0.0017832423,0.055299766,0.038532123,0.07724357,0.018926226,0.046359442,0.036499422,0.07454298,-0.10082315,0.017580222,0.068272635,0.02946806,0.036898546,0.0523319,-0.043297835,-0.017087292,-0.03092369,0.10509965,-0.04849782,0.055987038,-0.07193329,-0.006014498,0.058810808,0.017852554,0.010584196,-0.091643326,0.026751565,0.012463259,0.03778788,0.024774713,-0.049497515,0.08168912,-0.13784449,-0.14043468,0.054664504,0.06166734,0.018031303,0.0025294407,0.053639017,0.09184671,-0.05439782,0.028425813,-0.050537687,0.0020347359,-0.086140856,-0.06167506,0.1198299
-0.09009385,0.030559968,0.09873288,-0.022776544,0.1134607,0.09001598,0.04631098,0.010708249,0.12912983,-0.12492233,0.023365688,0.05827861,-0.020872014,-0.06221146,0.09270124,0.09169524,0.039192718,-0.005276358,0.09990586,0.022805292,0.18257603,0.024193233,-0.019306904,0.07587296,0.046027437,0.0019173298,0.017623495,-0.03483423,0.028819308,0.06174213,0.08629134,-0.0042916117,0.07189701,0.069459856,-0.059648402,0.09719485,0.027928531,-0.09456081,0.07186057,-0.121928155,0.0764921,0.00028637424,0.054663915,0.045526784,0.12689899,0.07325686,-0.007127737,0.05458959
0.13042967,0.10044993,0.19486456,0.14478028,0.117718615,0.1850318,0.09050623,0.06803221,0.16351864,0.15774472,0.0145286,0.051199887,0.1781381,0.12932588,0.19815329,0.07543562,-0.05692518,0.10510275,0.15589905,0.11487603,0.15282889,0.21188232,0.18475525,0.16236064,0.24009505,0.15010415,0.13150436,0.14640528,0.111856155,0.15645494,0.09149255,0.06967754,0.15934268,0.15651491,0.14077766,0.06662987,0.15400305,0.036232192,0.12683964,0.069866374,0.06531379,0.1104592,0.19127099,0.06764533,0.11305425,0.1191117,0.2213214,0.102884024
0.011137777,0.044116564,0.050597593,0.101397686,0.058537696,0.082328506,0.14714208,0.09942772,0.08155351,0.10746637,0.09541878,0.036826115,0.017026663,0.084791064,0.12911448,0.08356505,0.07808138,-0.051213164,0.13926047,0.011187465,0.14817141,0.025675375,0.09927088,0.040566795,0.14427504,0.04747986,-0.10958186,0.1298361,-0.017780699,0.041673623,0.036720183,0.073974855,0.080626,0.06161311,-0.08539958,-0.012554692,0.008359927,0.11762105,0.11287588,0.053668752,0.062301192,0.06696053,0.08618969,0.16018383,0.0987254,0.022975894,0.010511058,-0.050225537
-0.0829933,-0.09046827,0.029213721,0.08956175,0.09818772,0.006286336,-0.034735505,0.050211288,0.10423701,-0.055730473,0.09304609,0.010686001,0.027624415,0.038276814,0.032335144,0.010353232,-0.04699536,0.040838357,0.025692258,0.049453102,0.016561624,-0.03558582,-0.032315664,0.0803886,-0.0077699646,-0.03239901,0.14911008,0.045803733,0.050514083,-0.017380875,-0.03497581,0.072341554,0.011757672,0.054907255,-0.05716267,0.090015024,-0.062415343,-0.10589207,0.04129553,-0.0955069,0.033117626,0.024413474,0.008002512,0.026107462,-0.052400585,0.05848518,0.013391653,0.11548959
-0.21981674,-0.12454239,0.1584531,0.07406561,0.07366934,0.019094693,-0.08149351,0.059028234,0.10101826,0.13862152,0.0029239345,0.057738245,0.04102049,-0.0051266057,0.07046655,-0.19150068,-0.03311136,0.08137863,0.09998848,-0.041669562,0.085034266,0.013323798,0.0710235,0.10569453,0.099763155,0.051641554,0.0585536,0.087902054,0.052347068,0.04876801,0.08146081,0.031297676,0.0016074613,0.09024932,-0.04959479,0.13642448,-0.03640359,-0.072469294,0.06043808,-0.13957188,0.07041349,0.10319039,0.0767644,0.015097311,-0.017237484,0.13335368,0.062751986,0.10111065
0.19031134,0.11175416,0.16045678,0.111623265,0.061491936,0.15438443,0.20304735,-0.012346213,0.10576109,0.046734653,-0.016804188,0.14753053,0.16960861,0.18734711,0.15473518,0.05578503,0.10084837,0.08095162,0.19904433,0.009094947,0.12311263,0.10581934,0.19339801,0.261409,0.05360278,0.06436098,0.08847118,0.1756393,0.10368763,0.102075614,0.14485586,-0.021026662,0.1424106,0.11197412,0.23448813,0.07944302,0.02923331,0.12062005,0.061028242,0.04409052,0.15633701,0.21919638,0.10414877,0.15280685,0.102265455,0.12373739,0.14219573,0.13413188
-0.011722923,-0.02334988,0.18125273,0.044354998,0.0907428,0.035590783,0.07439797,0.10404739,0.079029106,0.06684129,0.14981495,0.09700059,0.02369297,0.06384151,0.10961054,0.07525693,-0.0047773444,0.072797604,0.071918905,0.12150476,0.08040433,0.049206875,0.04202056,0.006541136,0.13855633,0.011960356,0.10913274,0.044431813,0.07504559,0.0060178153,0.026132407,-0.009712235,-0.014610764,0.12952946,0.08919464,0.088589974,0.05207289,0.07227164,0.12658498,-0.020474585,0.109768815,-0.081358805,0.074641235,0.14460853,0.09524969,0.036791787,0.024139853,0.08280975
0.021747312,-0.027666276,-0.029022971,0.041599367,0.07333944,0.0581214,0.043234546,-0.024219053,0.0986153,0.037334573,0.023171049,0.015320288,-0.06745533,-0.075976424,0.051309593,-0.04335714,0.060138438,0.041095775,0.06603853,-0.017116813,0.019276852,0.022343468,0.00023401529,-0.02522988,0.035942066,-0.08979132,0.08825905,0.077779785,0.029430795,0.06733181,0.0019702734,0.073686734,-0.019280529,-0.05940438,-0.06344873,0.026235752,0.03755798,-0.04150135,0.011388371,0.02708434,0.009135653,-0.1597918,0.008842728,-0.0023039088,-0.022543442,0.07581415,-0.11717828,-0.090709165
0.05439263,-0.08230088,-0.04160124,-0.021856342,0.08125428,0.022209834,0.07042608,-0.0044420063,0.038118143,-0.0007833986,0.09302597,0.0034582103,0.040604774,0.11516788,0.081352815,-0.084239304,-0.014308587,0.060439583,0.10600212,0.0743535,0.09042377,0.11189495,-0.0058641722,0.070890106,0.039086565,-0.0353427,0.047553416,0.04707605,0.018970279,0.11076992,0.03838634,-0.13356861,0.024825353,-0.034270562,0.05182645,0.08661233,-0.0061948695,0.008069134,0.016354196,-0.06449432,0.030374998,-0.006683938,0.029315315,0.0194926,0.05113867,-6.1605126e-05,-0.08334079,0.013134747
0.12075606,0.18738434,0.02770326,0.11427058,0.057132818,0.20479538,0.10828282,0.12854062,0.07232041,-0.034672603,0.04904231,0.14643396,0.065739654,0.10370506,0.12741865,0.10338027,-0.025872976,0.032612685,0.07459059,0.10719627,0.12889771,0.13515294,-0.01444439,0.2911743,0.0704033,-0.004327594,0.08184178,0.11767573,0.08210314,0.14469254,0.11452703,0.06492457,0.18107541,0.095393024,0.25449666,0.13505134,-0.01902282,0.04431787,0.141178,0.10009815,0.053634334,0.32573935,0.117901534,0.14073108,0.07157078,0.0839994,0.15353063,0.08415438
0.1027477,0.052557163,0.052025683,0.08526971,0.056256935,0.08786526,0.11349534,0.04706016,0.07992135,0.15069157,0.069931045,0.079463884,0.11458291,0.0940553,0.021203034,0.09938669,0.05528401,0.10375378,0.06634598,0.07154524,0.0106970575,0.07734834,0.09284801,0.1403382,0.11315737,0.09242979,0.13566183,0.12431027,0.038044997,0.079262294,0.07948806,0.039050482,-0.027677411,-0.013365034,0.10064941,0.15940672,0.12649824,0.032550737,0.03583371,0.07739311,0.15091957,0.01730587,0.099293254,0.08336268,0.09392707,0.008913064,-0.0070306906,0.06627606
